Row.names	ENSG00000185436	ENSG00000143125	ENSG00000143297	ENSG00000231648	ENSG00000261600	ENSG00000115041	ENSG00000115526	ENSG00000144278	ENSG00000144339	ENSG00000234919	ENSG00000180438	ENSG00000163618	ENSG00000144837	ENSG00000073282	ENSG00000145244	ENSG00000169435	ENSG00000070190	ENSG00000250538	ENSG00000185149	ENSG00000249096	ENSG00000247516	ENSG00000124557	ENSG00000214922	ENSG00000203907	ENSG00000080007	ENSG00000188175	ENSG00000185053	ENSG00000169495	ENSG00000054179	ENSG00000224513	ENSG00000149968	ENSG00000110777	ENSG00000180574	ENSG00000165566	ENSG00000133105	ENSG00000258743	ENSG00000048462	ENSG00000181938	ENSG00000179148	ENSG00000141449	ENSG00000095932	ENSG00000167634	ENSG00000022556	ENSG00000205611	ENSG00000225490	ENSG00000149531	ENSG00000101098	ENSG00000228709	ENSG00000235890	ENSG00000182912	ENSG00000237531	ENSG00000169093	ENSG00000182162	ENSG00000196433	ENSG00000169084	ENSG00000214717	ENSG00000002586	ENSG00000124343	ENSG00000056998	ENSG00000006756	ENSG00000183943	ENSG00000205664	ENSG00000234449	ENSG00000231217	ENSG00000130021	ENSG00000101846	ENSG00000006757	ENSG00000196459	ENSG00000046651	ENSG00000046647	ENSG00000169239	ENSG00000169249	ENSG00000169895	ENSG00000086712	ENSG00000184368	ENSG00000173674	ENSG00000225037	ENSG00000130741	ENSG00000234230	ENSG00000005889	ENSG00000120280	ENSG00000215301	ENSG00000147050	ENSG00000130985	ENSG00000224975	ENSG00000126012	ENSG00000235262	ENSG00000072501	ENSG00000186871	ENSG00000198034	ENSG00000229807	ENSG00000225470	ENSG00000228906	ENSG00000166681	ENSG00000179363	ENSG00000181433	ENSG00000179542	ENSG00000124334	ENSG00000184895	ENSG00000129824	ENSG00000067646	ENSG00000233070	ENSG00000231535	ENSG00000229308	ENSG00000099715	ENSG00000099721	ENSG00000092377	ENSG00000225520	ENSG00000206159	ENSG00000233864	ENSG00000114374	ENSG00000067048	ENSG00000183878	ENSG00000154620	ENSG00000165246	ENSG00000230663	ENSG00000251510	ENSG00000176728	ENSG00000215580	ENSG00000131002	ENSG00000260197	ENSG00000012817	ENSG00000229236	ENSG00000198692
female	2.2330048084259	0	0	0	0.422317087650299	0.0745265483856201	0.899957478046417	0	0.00672446982935071	0	0.0130858821794391	0.00614872295409441	5.90829467773438	15.937310218811	0.0231912024319172	0.0672447010874748	0.679137349128723	0	0	0.0483345612883568	1.56772971153259	0.0154047263786197	0.21731436252594	0	0.0223991386592388	0	0	0	0.203251138329506	0	3.15229558944702	0.0300678852945566	1.66570365428925	0	0.015882009640336	0	0	0.206356957554817	0.0119306277483702	0.222722783684731	0.124224752187729	0	0.0429889038205147	0	0.120967499911785	1.95267987251282	0.205593645572662	0.0488998740911484	0	0.0222242623567581	0.151689410209656	9.26322555541992	0.180026978254318	0.0724756568670273	8.11980628967285	50.6994400024414	17.7422561645508	0.349599093198776	0.073390044271946	0.372011035680771	0.6643106341362	0.124123059213161	0.00508978357538581	0	11.3392143249512	3.83664202690125	4.97678804397583	1.28011655807495	1.57440328598022	2.86088466644287	0.730881154537201	7.17154264450073	7.44551992416382	4.69822549819946	0.592961549758911	23.864818572998	0	24.0965957641602	0	5.44900131225586	0	34.8559532165527	8.86363315582275	23.3722095489502	1.39217174053192	17.1868019104004	0.0590684562921524	6.22718191146851	0.0818100199103355	261.388610839844	15.5010528564453	1.63949406147003	0.148325994610786	3.42169857025146	0.170999556779861	0	2.36376428604126	0	0	0.127419099211693	0	0	0	0	0	0	0	0	0	0	0	0.0272025801241398	0	0	0	0	0	0	0	0.015411825850606	0	0.0239724181592464	0	0
male	0.730003952980042	2.84635639190674	0.00244823261164129	0	0.0576818399131298	0.40377289056778	1.43283212184906	0.009473099373281	0.00459228176623583	0	0	0	1.56165504455566	3.91035151481628	0.0686302930116653	0.0229614078998566	0.0876061245799065	0	0	0.0935246050357819	2.70870780944824	0.0263005290180445	0.0774305388331413	0	0.0611873641610146	0.0122658126056194	0.0136329503729939	0.00726873753592372	0.127237439155579	0	24.9721164703369	0	1.54605424404144	0.137848988175392	0	0	0	0.793209195137024	0.0244430284947157	0.532357275485992	0.0848356857895851	0	0.0146790118888021	0.0183028914034367	0.0275370832532644	1.6346447467804	0.134554028511047	0	0	0.0303548295050859	0	3.10965085029602	0.245888397097588	0.00824919063597918	2.5742130279541	38.5259094238281	41.8074607849121	0.160895764827728	0.108592472970486	0.21340548992157	0.386461079120636	0.0448762476444244	0.0382351204752922	0	5.89316177368164	1.9452428817749	3.17305445671082	1.55308079719543	2.52144455909729	1.83439671993256	0.183310300111771	5.76274108886719	5.48331594467163	2.44729447364807	0.0646552219986916	19.9095764160156	0	21.2937717437744	0	3.46436715126038	0	36.9442481994629	2.15049433708191	41.2980155944824	1.03131473064423	22.6377716064453	0.0403390899300575	8.71440029144287	0.00698372209444642	138.686172485352	0.0404185801744461	1.00266706943512	0.844124495983124	1.77771878242493	0.093423344194889	0	0.522161602973938	0.0121629443019629	0	49.5797080993652	1.62877917289734	0	0	0.108966052532196	0	0	0.284694731235504	0	0.0149002019315958	0.103748716413975	1.47171068191528	8.5242862701416	1.43426764011383	0.0364961177110672	0.0278357397764921	0	0.0125333378091455	0.61590975522995	0.0129251722246408	1.50157511234283	0.971028208732605	7.41891241073608	0.0441135764122009	7.02716064453125
male.1	0.925140798091888	0.093018189072609	0.00512048695236444	0	0.0603208839893341	0.38676330447197	1.71907925605774	0.00495325494557619	0.0264131259173155	0	0.028036467730999	0.0417164713144302	1.21896719932556	3.23407983779907	0.0717702433466911	0.00960477255284786	0.129337787628174	0	0	0.0862972214818	2.47435784339905	0.0275038238614798	0.101216405630112	0.0160531383007765	0.0639867931604385	0	0	0.03040518052876	0.580619990825653	0	0.173781588673592	0.0128840729594231	0.736098945140839	0.00900973845273256	0.00567119428887963	0	0	0.240007564425468	0.0255613382905722	1.115119099617	0.0295723546296358	0	0.0092103611677885	0.00957013946026564	0	1.33155798912048	0.458837300539017	0	0.0242200959473848	0.0105812046676874	0	5.37295293807983	0.242852762341499	0.0345064215362072	1.76337552070618	16.1183376312256	16.5551071166992	0.890133917331696	0.0698835477232933	0.278961449861526	0.436774909496307	0.192932024598122	0.00726989889517426	0	5.061927318573	1.21614897251129	7.14089870452881	0.796746373176575	1.65296816825867	0.94602257013321	0.1940066665411	3.03619956970215	2.60283946990967	1.04900002479553	0.0498203337192535	7.21594190597534	0	9.62729740142822	0	1.65061402320862	0.0515085086226463	14.2510585784912	1.20283663272858	27.9307174682617	0.90998363494873	6.10409498214722	0	2.56951642036438	0.0219097174704075	105.796272277832	0.0153701091185212	1.12281250953674	0.353097856044769	3.3673403263092	0.0244244057685137	0	0.935068309307098	0	0.0376916266977787	49.0341186523438	0.989830791950226	0.0451125055551529	0.0410960353910923	0	0	0	0.0463120006024837	0	0.0311638228595257	0.201921999454498	1.78563129901886	4.50154829025269	1.89542424678802	0.0763317570090294	0.0737434923648834	0	0	1.66854476928711	0	1.72436702251434	1.16478586196899	8.72563552856445	0.0738109573721886	11.648416519165
male.2	1.06463778018951	0.102906063199043	0.0141619918867946	0	0	0.163561344146729	1.12795519828796	0	0.0177096072584391	0	0.00861576572060585	0.00809665862470865	1.72890257835388	4.62805032730103	0.0127242719754577	0.00442740181460977	0.57632040977478	0	0	0.0265196263790131	1.36593914031982	0	0.211509764194489	0	0.029495257884264	0	0	0.0280310548841953	0.178427845239639	0	1.76961672306061	0.0336544662714005	0.969460248947144	0.0166124645620584	0	0.0083701629191637	0	0.217385202646255	0.0235654339194298	1.39308989048004	0.0545265153050423	0	0.0169823784381151	0.00882287509739399	0	1.31053102016449	0.203044772148132	0	0.0223289206624031	0.0292649809271097	0.0499362759292126	3.77211427688599	1.00421297550201	0.0318120568990707	2.295086145401	24.6203365325928	24.4494037628174	0.84564882516861	0.0241600628942251	0.208192780613899	0.393413484096527	0.043265026062727	0	0	6.25622081756592	1.38009750843048	8.02114963531494	0.499106496572495	1.17461383342743	1.13258922100067	0.142660588026047	3.13841199874878	3.71949768066406	1.14884924888611	0.170597955584526	11.3218517303467	0	11.357684135437	0	2.16854548454285	0.0158288571983576	19.8501052856445	1.61591005325317	28.9588356018066	0.481607645750046	7.21792364120483	0	3.61406207084656	0.0269319247454405	114.195816040039	0.0236166100949049	1.04319560527802	0.390632331371307	2.92116212844849	0.135103657841682	0.0094962902367115	0.111869797110558	0.0234525017440319	0	54.2141990661621	1.31811606884003	0	0	0	0	0	0.262274354696274	0	0	0.122251264750957	2.21192312240601	5.3577151298523	1.41020178794861	0.105557322502136	0.07335264980793	0.0289001259952784	0.0241666901856661	1.44474864006042	0.00415370380505919	1.76053416728973	0.90863049030304	5.18224191665649	0.13609516620636	12.1298818588257
male.3	0.413947254419327	2.40138173103333	0.00284896162338555	0	0.067123256623745	0.446172267198563	1.46486365795135	0.0220473296940327	0.042751606553793	0	0.0103993779048324	0.0513072349131107	4.92140579223633	4.94734525680542	0.0614336617290974	0	0.0839551910758018	0	0.0198995396494865	0.0320096500217915	1.25418400764465	0.0244843382388353	0.0750870406627655	0	0.0534019321203232	0	0.0158644057810307	0.0507509484887123	0.121143080294132	0	90.518913269043	0	1.43344032764435	0.26568278670311	0.0378644019365311	0	0.0158502142876387	1.52278566360474	0.0094812959432602	1.80387604236603	0.0987216755747795	0	0.0136653492227197	0	0.128177523612976	0.951102495193481	0.221251472830772	0	0	0.0353233367204666	0.18082183599472	1.6796977519989	0.512659728527069	0.009599425829947	2.01719546318054	33.8759498596191	30.4011974334717	0.863680064678192	0.131227269768715	0.307463496923447	0.511169493198395	0.185676917433739	0.00404486199840903	0	5.14052295684814	1.80710935592651	3.27013754844666	1.07414436340332	2.03997015953064	1.44015955924988	0.244155377149582	4.41093873977661	4.49225902557373	2.76922249794006	0.201954767107964	25.6061210632324	0	17.6695041656494	0	4.04518413543701	0	59.8270263671875	3.40348982810974	41.3158111572266	0.637564420700073	16.6986865997314	0	10.7256345748901	0.0325072966516018	140.932373046875	0.0313562229275703	1.49737358093262	0.471499979496002	3.94223499298096	0.10871497541666	0.0114621864631772	1.83083140850067	0.0283075738698244	0	50.5755920410156	2.51357412338257	0	0.068595640361309	0.0634008571505547	0.00496420077979565	0	0.493259757757187	0	0.0173390805721283	0.140852138400078	1.43820703029633	11.0282421112061	2.52204632759094	0.106174595654011	0.0993352234363556	0	0	0.440191745758057	0.00250679603777826	1.77797389030457	0.864092409610748	7.0456690788269	0.0924014374613762	7.90334367752075
female.1	0.360859364271164	0.233186855912209	0	0.044755145907402	0.226827204227448	0.302436292171478	0.732817947864532	0	0.0421367809176445	0	0	0	5.4064564704895	8.18744945526123	0.034600093960762	0	0.074304148554802	0	0	0.043267622590065	1.749551653862	0.00689492002129555	0.0253738928586245	0	0.0401020459830761	0.0160779654979706	0	0.0381113030016422	0.0379050448536873	0	13.3567018508911	0.0215326808393002	2.38903427124023	0.0301152989268303	0.0355427265167236	0	0	0.327226132154465	0	1.65226423740387	0.0741347968578339	0	0	0	0.0721909403800964	1.65776097774506	0.15336762368679	0.109434179961681	0.0303586237132549	0.0198944807052612	0.0678938627243042	2.41525030136108	0.0984833985567093	0.064877986907959	1.52306306362152	27.4890213012695	15.3656797409058	0.816392421722412	0.328482627868652	0.399615496397018	0.604109823703766	0.137254983186722	0.0182248745113611	0	8.38000583648682	2.74571895599365	2.73220992088318	1.17152833938599	2.68084359169006	2.60214972496033	0.211332559585571	5.79506969451904	6.18604183197021	4.88179206848145	0.495116949081421	36.1566772460938	0	28.9006099700928	0	5.47808742523193	0.0753237530589104	75.7549285888672	5.15959453582764	54.3223876953125	1.8799055814743	30.8684902191162	0.105752557516098	16.3665370941162	0.0320397987961769	164.177871704102	17.3775959014893	2.16310405731201	1.23925113677979	2.3448805809021	0	0	1.52322971820831	0.0159431286156178	0	0.0175479501485825	0	0	0	0	0	0	0	0	0	0	0.00710538169369102	0.00695740524679422	0	0	0	0	0	0	0	0.00459873164072633	0	0.0286125019192696	0	0
female.2	0.410006940364838	0.147376179695129	0.00405639922246337	0	0	0.185520619153976	1.13179755210876	0.00196195999160409	0.0114132100716233	0	0.0222102124243975	0.00347867142409086	30.4242858886719	8.65542602539062	0.0174940563738346	0.026630824431777	0.128075137734413	0	0	0.0683638080954552	0.224694266915321	0.00871530268341303	0.0481095835566521	0	0.0126724261790514	0.0101614184677601	0	0.0240866839885712	0.0670777186751366	0	0.901100099086761	0.0102066360414028	1.64526081085205	0.00475828489288688	0.0359413139522076	0	0.0451356023550034	0.176789060235023	0.0134996278211474	0.536198079586029	0.0702807828783989	0	0.00972847640514374	0	0	0.313603192567825	0.118738897144794	0.0276653524488211	0.0575607642531395	0.0125734899193048	0.107273824512959	3.60275268554688	0.314041137695312	0.0136678237468004	3.50601744651794	33.9652099609375	12.8343658447266	0.309580385684967	0.664332687854767	0.25466525554657	0.397711277008057	0.223062127828598	0.00575914233922958	0	11.0782976150513	2.61361861228943	5.96124458312988	1.30280923843384	2.07916927337646	2.70106959342957	0.215898096561432	6.0617094039917	6.20155668258667	4.15503740310669	0.225526735186577	19.5856456756592	0	22.8799495697021	0	3.04220056533813	0.0136015098541975	30.3644733428955	3.63909387588501	41.7051010131836	1.40171134471893	17.9169101715088	0.016709141433239	5.60961294174194	0.0289277695119381	122.194244384766	15.7071027755737	1.59206700325012	0.615385413169861	2.22297811508179	0.0773950964212418	0	2.07806372642517	0	0	0.14972123503685	0.00446800095960498	0	0	0	0	0	0.0104822609573603	0	0	0.00477494392544031	0.0112266624346375	0.021985711529851	0.00277292029932141	0	0.0030746771954	0	0	0.00803528632968664	0	0.00726609909906983	0.00946391746401787	0.0587709061801434	0	0.0123862558975816
female.3	0.523299813270569	0	0	0	0.118044577538967	0.162021979689598	1.42445635795593	0.00646216096356511	0.0908473432064056	0	0.0121923983097076	0.0229155905544758	0.540294289588928	5.47981834411621	0.0144051630049944	0.00626533338800073	0.189830079674721	0	0	0.075057253241539	2.34196901321411	0.00717645790427923	0.220083132386208	0.0418867878615856	0.0626092776656151	0	0	0	0.347184717655182	0	0.0618328750133514	0.0112059591338038	1.01178276538849	0	0.0147976111620665	0	0.0371660925447941	0.1483204215765	0.0333480685949326	1.15237402915955	0	0	0	0	0	2.01889586448669	0.231463521718979	0	0.0157991219311953	0.0138045493513346	0.0353330709040165	3.1724169254303	0.652302861213684	0	0.998838782310486	11.4722328186035	13.7345809936523	0.573566317558289	0.0113965151831508	0.228763073682785	0.694274842739105	0.360550075769424	0.00948452204465866	0.0401853881776333	6.2563624382019	1.14377069473267	7.53509330749512	0.692972421646118	1.65026879310608	1.26849234104156	0.340488851070404	3.5910108089447	3.43458604812622	1.95577335357666	0.125351473689079	14.0836486816406	0	16.7068462371826	0	3.71664261817932	0	25.7019176483154	2.83626198768616	33.4408187866211	0.90138590335846	8.1493444442749	0.0275176763534546	3.66483187675476	0.0285840593278408	128.584518432617	12.8368101119995	1.53325188159943	0	3.70670390129089	0	0	2.69359660148621	0	0	0.0730579197406769	0	0	0	0	0	0	0	0	0	0.00786368176341057	0	0.0108622405678034	0.00913324393332005	0	0	0	0	0.0132330218330026	0	0.00478651002049446	0	0.0260582212358713	0	0.0101992376148701
male.4	0.228440314531326	0	0	0	0	0.227194264531136	0.816639959812164	0.00466401968151331	0.0203488245606422	0	0.0175995565950871	0.0289435423910618	1.29494035243988	5.08057737350464	0.0103968251496553	0.00452196039259434	0.253719508647919	0	0	0.0487548410892487	2.357985496521	0.0103591168299317	0.0825985968112946	0	0.0301252044737339	0	0.0134241916239262	0	0.324612557888031	0	0.0297516286373138	0.0202195551246405	0.655984699726105	0.0113115115091205	0	0	0	0.18634495139122	0	3.39697790145874	0.0556910708546638	0.00766214728355408	0.00578169338405132	0	0	1.04201304912567	0.311071991920471	0.0328833796083927	0.0228058118373156	0.0199266728013754	0.0510027930140495	4.11774921417236	0.27238854765892	0.0324914865195751	1.25111877918243	12.5868434906006	14.8487091064453	0.521292388439178	0.0164507105946541	0.187622889876366	0.352179765701294	0.191485941410065	0	0	4.14156198501587	0.540374636650085	6.65419721603394	0.509766221046448	1.11051440238953	0.791805744171143	0.152231693267822	2.96719884872437	2.27562403678894	0.914190173149109	0.0469111725687981	10.6626825332642	0	8.9960298538208	0	2.0251579284668	0	17.6557350158691	1.53804349899292	26.1902713775635	0.507761180400848	6.23148775100708	0	3.55448484420776	0.0171919520944357	131.513931274414	0.0349754579365253	0.711688339710236	0.199487641453743	2.87345695495605	0.160987347364426	0	0.702357232570648	0.00598834780976176	0	54.4691009521484	1.13914978504181	0	0.058044470846653	0.0536487326025963	0	0	0.0249186903238297	0	0.0293440744280815	0.139051154255867	1.56393432617188	5.86935710906982	1.41889679431915	0.0718745142221451	0.0493370927870274	0	0.0370242521166801	1.64274477958679	0.0127272503450513	1.08475387096405	1.00677907466888	7.27037954330444	0.0434380732476711	9.62848663330078
male.5	0.648296236991882	0.0165709368884563	0.00456100376322865	0	0.0537300035357475	0.135905310511589	0.851841986179352	0.00441204430535436	0.0128329806029797	0	0.00832436699420214	0.0117342239245772	1.25282120704651	4.45258378982544	0.00491756666451693	0.0171106401830912	0.283214420080185	0	0	0.0153736146166921	1.7917891740799	0	0.0781361758708954	0	0.0284976810216904	0	0.012698944658041	0.0203122496604919	0.156231254339218	0	0.0703607201576233	0.00382543727755547	0.761045694351196	0.00535020185634494	0	0	0	0.127519965171814	0	2.27293157577515	0	0	0.00273466785438359	0	0	1.55470955371857	0.395079642534256	0	0.0215737204998732	0	0	4.67347860336304	0.731663107872009	0	1.17472720146179	15.1121454238892	13.152398109436	0.444783359766006	0.0622478201985359	0.0851935222744942	0.210177138447762	0.143983751535416	0	0	3.68050527572632	0.696075856685638	6.58326053619385	0.682395160198212	1.35805368423462	1.09428334236145	0.162522539496422	3.04592490196228	3.28869795799255	1.52085649967194	0.082414023578167	12.7300415039062	0	10.8019590377808	0	2.56115198135376	0.0152934994548559	22.7286338806152	1.66131126880646	25.5972843170166	0.675462901592255	6.03084993362427	0	2.83294296264648	0.0260210428386927	119.281036376953	0.0057044648565352	0.914515614509583	0.345968812704086	2.29121780395508	0.0435114130377769	0	0.263857424259186	0	0	51.4141578674316	1.57496380805969	0.08036670088768	0.0915143266320229	0	0	0	0.0825035646557808	0	0.0138793755322695	0.204019457101822	2.07273387908936	7.5917181968689	1.52307641506195	0.101987205445766	0.0207429490983486	0	0	1.22874009609222	0.00401321891695261	1.37582492828369	1.191814661026	6.76576375961304	0.106837414205074	11.2530736923218
